Job Title,Company Name,Location,Contract Type,Niveau Etude,Secteur,Teletravail,Experience,Salaire,skills
Senior Functional Safety Engineer - Software Platform H/F,PSA Retail France SAS,Poissy - 78,CDI,Bac +5,,False,,,"['corda', 'c', 'esp', 'integration']"
Software Integration Engineer H/F,Loft Orbital Solutions,Toulouse - 31,CDI,Bac +5,Secteur informatique • ESN,False,,34 000 - 42 000 EUR par an,"['python', 'unity', 'security', 'c', 'slack', 'esp', 'integration', 'diversity', 'testing', 'rust']"
Software Engineer Scientific Engine Python - CDI Starting September 2024 H/F,Descartes Underwriting,Paris 1er - 75,CDI,Bac +5,,False,,,"['python', 'data science', 'c', 'code review', 'java', 'integration', 'docker', 'c/c++', 'testing', 'ada', 'linux', 'devops', 'computer science', 'core']"
Senior Software Development Engineer - Remote & Autonomous Driving F - M - X H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['python', 'unity', 'datasets', 'security', 'rest', 'c', 'esp', 'computer vision', 'testing', 'artificial intelligence', 'machine learning', 'ada', 'computer science']"
Senior Ml Software Engineer Open To Remote In France H/F,Back Market,Paris 1er - 75,CDI,Bac +5,,True,,,"['python', 'data science', 'unity', 'rest', 'electron', 'c', 'diversity', 'machine learning', 'computer science', 'core', 'scala']"
Software Security Engineer - Intern H/F,Ledger,Paris 1er - 75,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,10 000 - 20 000 EUR par an,"['python', 'unity', 'security', 'ledger', 'c', 'hacking', 'rust', 'computer science']"
Apprenticeship - Software Development Engineer In Our Infrastructure Department H/F,Criteo,Paris 9e - 75,CDI,Bac +5,,False,,,"['analytics', 'python', 'unity', 'rest', 'c', 'java', 'hadoop', 'diversity', 'react', 'linux', 'computer science']"
Software Developer & Application Engineer H/F,AXA Assurances,Puteaux - 92,CDI,Bac +5,,True,,,"['python', 'unity', 'security', '.net', 'c', 'angular', 'esp', 'java', 'integration', 'diversity', 'testing', 'react', 'al design', 'devops', 'computer science']"
Senior Software Engineer - .Net Core - Remote Friendly F - M H/F,Younited Credit,Paris 1er - 75,CDI,Bac +5,,True,,,"['rest', '.net', 'c', 'esp', 'core']"
Senior Software Development Engineer -Frontend - Technical Lead H/F,Amadeus,Nice - 06,CDI,,,False,,"32 000 - 44 999,98 EUR par an","['unity', 'rest', 'c', 'css', 'angular', 'esp', 'diversity', 'healthcare', 'ada']"
Design Assurance Engineer Software M - F H/F,Airbus,Toulouse - 31,CDI,,,False,,1 766 EUR par mois,"['c', 'esp', 'ada', 'core']"
Software Development Engineer At Mobilisights H/F,PSA Retail France SAS,Poissy - 78,CDI,Bac +5,,False,,,"['datasets', 'c', 'esp', 'testing']"
Software Back End Engineer Java H/F,Decathlon,Villeneuve-d'Ascq - 59,CDI,,,False,,,"['kubernetes', 'github', 'c', 'github actions', 'esp', 'java', 'github', 'postgresql', 'core']"
2024 Software Dev Engineer Intern H/F,Amazon,Bordeaux - 33,Stage,Bac +5,,False,Exp. + 7 ans,,"['amazon web services', 'python', 'unity', 'security', 'internships', 'c', 'esp', 'java', 'c/c++', 'computer science', 'scala']"
Senior Software Development Engineer - Perception System For Autonomous Train F - M H/F,Alstom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'unity', 'datasets', 'security', 'rest', 'c', 'esp', 'computer vision', 'testing', 'artificial intelligence', 'machine learning', 'ada', 'computer science']"
Senior Software Engineer R&D - C# .Net SQL Server H/F,Ivalua,Massy - 91,CDI,Bac +5,Secteur informatique • ESN,True,,,"['.net', 'c', 'diversity', 'react', 'ada', 'core']"
Ingénieur Développement Logiciel H/F,Eurofins,Massy - 91,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'ios', 'esp', 'c/c++', 'cmake', 'linux']"
Ingénieur Logiciel H/F,4Murs,Marly - 57,CDD,Bac +5,,False,,35 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'linux']"
Architecte Applicatif H/F,Groupe Ecocert,L'Isle-Jourdain - 32,CDI,Bac +5,Secteur Energie • Environnement,True,,32 000 - 45 000 EUR par an,"['symfony', 'rest', '.net', 'c', 'php', 'docker', 'vue.js', 'ada', 'devops', 'core']"
Architecte Applicatif H/F,GROUPE ASTEN,Quimper - 29,CDI,Bac +5,Secteur informatique • ESN,False,,,['c']
Architecte Applicatif H/F,Lasecurecrute.fr,Biot - 06,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif H/F,Lasecurecrute.fr,Biot - 06,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Ingénieur de Développement Logiciel H/F,Lectra,Cestas - 33,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'ada']"
Architecte Applicatif H/F,Lasecurecrute.fr,Biot - 06,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Ingénieur en Ingénierie Logiciel H/F,CNRS,Saint-Martin-d'Hères - 38,CDD,,,False,,,"['c', 'esp']"
Architecte Applicatif H/F,Onepoint,Toulouse - 31,CDI,,,False,,37 000 - 48 000 EUR par an,"['microservices', 'rest', 'c', 'esp', 'devops']"
24 - 25 - Apprenticeship - Software Quality & Test Engineer H/F,Amadeus,Nice - 06,Alternance,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['unity', 'c', 'diversity', 'testing', 'computer science']"
Ingénieur Développement Logiciel Confirmé H/F,Alstom,Saint-Ouen - 41,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['c', 'esp', 'ada', 'core']"
Ingénieur Développement Logiciel Confirmé H/F,Alstom,Saint-Ouen - 41,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['c', 'esp', 'ada', 'core']"
Architecte Applicatif Toulouse H/F,Lasecurecrute.fr,Toulouse - 31,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif Marseille H/F,Lasecurecrute.fr,Marseille 1er - 13,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif Toulouse H/F,Lasecurecrute.fr,Toulouse - 31,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif Marseille H/F,Lasecurecrute.fr,Marseille 1er - 13,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif Montpellier H/F,Lasecurecrute.fr,Montpellier - 34,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Architecte Applicatif Montpellier H/F,Lasecurecrute.fr,Montpellier - 34,CDI,Bac +5,Service public des collectivités territoriales,True,,48 000 - 60 000 EUR par an,"['kubernetes', 'python', 'shell', 'rest', 'c', 'angular', 'esp', 'java', 'docker', 'linux', 'devops']"
Alternant Ingénieur Logiciel H/F,Somfy,Cluses - 74,CDI,Bac +5,,False,,,"['python', 'c', 'ios', 'esp']"
Ingénieur Logiciel C++ H/F,CS Group,Fontaine - 38,CDI,,,False,,,"['c', 'esp', 'fuse']"
Ingénieur Logiciel R&D H/F,AXA Assurances,Paris 1er - 75,CDI,Bac +5,,False,,,"['python', 'data science', 'redux', 'c', 'esp', 'java', 'terraform', 'docker', 'react', 'ada', 'linux']"
Software Developer & Application Engineer H/F,Axa IM,Puteaux - 92,CDI,Bac +5,,True,,,"['python', 'unity', 'security', '.net', 'c', 'angular', 'esp', 'java', 'integration', 'diversity', 'testing', 'react', 'al design', 'devops', 'computer science']"
Ingenieur Developpement Logiciel Industriel H/F,Médiane Système,Lyon 1er - 69,CDI,,,False,,,"['python', 'c', 'css', 'java', 'javascript']"
Ingénieur Développement Logiciel Apprentissage par Renforcement H/F,INRIA,Villeneuve-d'Ascq - 59,CDI,,,False,,,"['python', 'rest', 'c', 'esp', 'linux']"
Ingénieur en Développement Logiciel - Plateforme de Test H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['python', 'shell', 'c', 'esp', 'ada', 'linux']"
Ingénieur Développement Logiciel C H/F,CS Group,Le Plessis-Robinson - 92,CDI,Bac +5,,False,,,"['c', 'esp', 'linux']"
Alternance - Ingénieur Logiciel Support Applicatif H/F,Ivalua,Montpellier - 34,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'esp', 'diversity', 'ada', 'core']"
Op'Nsoft Software Cyber Security Engineer Levallois Ile-De-France Fr H/F,Plastic Omnium,Levallois-Perret - 92,CDI,Bac +5,,False,,,"['security', 'c', 'esp', 'integration', 'diversity', 'testing', 'computer science']"
Software Manager M - F - Dmi - Hmi H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['python', 'c', 'esp', 'testing', 'linux']"
Ingénieur Développement Logiciel Expérimenté - Innovation & Transfert H/F,INRIA,Nice - 06,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'cassandra', 'data science', 'opengl', 'rest', 'electron', 'c', 'ios', 'java', 'hadoop', 'ruby', 'cmake', 'deep learning', 'big data', 'spark', 'tensorflow', 'linux', 'javascript']"
Ingénieur en Machine Learning Junior pour l'IA en Santé H/F,INRIA,Paris 1er - 75,CDI,Bac +5,Service public autres,True,,,"['python', 'rest', 'c', 'dos', 'machine learning', 'tensorflow']"
Ingénieur Logiciel .Net - C# - Alchemist H/F,Alstom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['.net', 'c', 'esp', 'ada']"
Alternance - Ingenieur Développement Logiciel M - F H/F,STMicroelectronics,Grenoble - 38,CDD,,,False,,,['c']
Ingénieur en Développement Logiciel - Support - Plateforme de Test H/F,Alstom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'shell', 'c', 'esp', 'ada', 'linux']"
Ingénieur Logiciel H/F,Labsoft,Toulouse - 31,CDI,,,False,,32 000 - 45 000 EUR par an,"['c', 'integration']"
Stage - Ingénieur - Ingénieure Logiciel H/F,STMicroelectronics,Crolles - 38,CDD,Bac +5,,False,,40 000 - 60 000 EUR par an,"['c', 'java', 'javascript']"
Ingénieur de Développement Logiciel H/F,Lectra,Cestas - 33,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'esp']"
Ingénieur Logiciel H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['c', 'esp', 'ada', 'linux']"
Architecte Applicatif - Lyon 69 H/F,Informatis,Lyon 1er - 69,CDI,,,False,,,"['rest', 'c', 'php', 'mysql', 'dos', 'angular', 'esp', 'java', 'mongodb', 'docker', 'javascript']"
Architecte d'Applicatif Poste Ouvert Tours Où Paris H/F,Lasecurecrute.fr,Tours - 37,CDI,,,False,,39 000 - 40 000 EUR par an,"['c', 'dos', 'angular', 'esp', 'ada', 'spark']"
Expert Applicatif de la Solution ERP - Gpao Vif H/F,Informatis,Vitré - 35,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['c', 'esp']"
Expert Applicatif de la Solution ERP - Gpao Vif H/F,Informatis,Lorient - 56,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,30 000 - 50 000 EUR par an,"['c', 'esp']"
Architecte Applicatif - Secteur Défense H/F,Genwaves,Aix-en-Provence - 13,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'java']"
Apprenti Ingénieur Logiciel en Calcul Scientifique H/F,Airbus,Paris 1er - 75,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['python', 'shell', 'c', 'esp', 'c/c++', 'ada']"
Ingénieur Software Integration Test H/F,Médiane Système,Guyancourt - 78,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['python', 'rest', 'c', 'esp', 'integration']"
# Onesat - Ingénieur Logiciel Infrastructure de Simulation Satellite H/F,Airbus,Toulouse - 31,CDI,,,False,,37 000 - 48 000 EUR par an,"['python', 'rest', 'c', 'ios', 'esp', 'java', 'react', 'linux', 'devops']"
Ingénieur Développement Software Ihm Beauvais Fr H/F,Jobs2web,Beauvais - 60,CDI,Bac +5,Secteur informatique • ESN,False,,,"['html5', 'redux', 'rest', 'electron', 'c', 'css', 'java', 'javascript']"
Ingénieur Développement Software Embarqué Beauvais Fr H/F,Jobs2web,Beauvais - 60,CDI,Bac +5,Secteur informatique • ESN,False,,,"['rest', 'electron', 'c', 'esp']"
Stage - Ingénieur - Développement Logiciel Occitanie N Fr H/F,Jobs2web,Latour-de-France - 66,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'c', 'java', 'big data', 'javascript']"
Stage - Ingénieur - Machine Learning Occitanie N Fr H/F,Jobs2web,Latour-de-France - 66,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'c', 'esp', 'machine learning']"
Apprenti Ingénieur Développement Logiciel sur Équipements Électroniques Spatiaux Embarqués H/F,Airbus,Paris 1er - 75,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'esp', 'integration', 'ada', 'linux']"
Stagiaire Ingénieur Développement Software H/F,Bosch Group,Vénissieux - 69,CDI,,,False,,,"['c', 'esp', 'ada']"
Ingénieur Développement Logiciel Data Science Machine Learning - Innovation & Transfert H/F,INRIA,Nice - 06,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'data science', 'opengl', 'rest', 'electron', 'c', 'java', 'docker', 'cmake', 'machine learning', 'tensorflow', 'linux', 'javascript']"
Ingénieur Développement Logiciel Senior - Système de Perception pour Train Autonome 1 H/F,Alstom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'c', 'esp', 'ada']"
Alternance 2024 - Apprenti Ingénieur en Développement Logiciel All Gender H/F,Airbus,Paris 1er - 75,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['python', 'rest', 'c', 'esp', 'java', 'neo4j']"
Alternance 2024 - Apprenti Ingénieur en Développement Logiciel All Gender H/F,Airbus,Toulouse - 31,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'flask', 'angular', 'esp', 'linux']"
Ingénieur Développement Logiciel Confirmé H/F,Alstom,Saint-Ouen - 41,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['c', 'esp', 'ada', 'core']"
Ingénieur Développement Logiciel Confirmé H/F,Alstom,Saint-Ouen - 41,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['c', 'esp', 'ada', 'core']"
Ingénieur Développement Logiciel Senior - Système de Perception pour Train Autonome H/F,Alstom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'c', 'esp', 'ada']"
Ingénieur Logiciel - Tours Centre-Val de Loire F Fr H/F,Jobs2web,Loiré - 49,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,,"['android', '.net', 'c', 'php', 'css', 'drupal', 'esp', 'java', 'apps']"
Ingénieur Logiciel pour l'Élaboration d'Un Outil de Suivi des Déclarations de Mortalités dans les Ruchers. H/F,Inrae,Marcy-l'Étoile - 69,Intérim,,,False,,,"['symfony', 'rest', 'c', 'ios', 'php', 'dos', 'esp', 'java', 'linux', 'javascript']"
Ingénieur Logiciel pour Application Électrique Electrical Software H/F,Vacoa,Villepinte - 93,CDI,Bac +5,,False,,,"['c', 'esp']"
Vie - Inde - Ingénieur Développement Logiciel pour Circuits Intégrés Avancés M - F H/F,STMicroelectronics,Crolles - 38,CDD,Bac +5,,False,,,['c']
Ingénieur.e Développement Logiciel Spécialiste en Apprentissage par Renforcement H/F,INRIA,Villeneuve-d'Ascq - 59,CDI,,,False,,,"['python', 'rest', 'c', 'esp', 'tensorflow']"
Ingénieur.e Développement Logiciel Spécialiste en Santé Numérique H/F,INRIA,Paris 1er - 75,CDI,Bac +5,Service public autres,True,,,"['python', 'rest', 'c', 'neuroscience', 'esp']"
Ingenieur Logiciel Embarque - Reseaux et Telecommunications H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['python', 'c', 'esp', 'ada', 'linux']"
Ingénieur.e Développement Logiciel Spécialiste en Robotique H/F,INRIA,Paris 1er - 75,CDI,Bac +5,Service public autres,True,,,"['python', 'dart', 'rest', 'c', 'esp', 'robotics', 'deep learning', 'tensorflow', 'linux']"
Sénior Machine Learning Engineer - Trust & Safety H/F,Ubisoft,Saint-Mandé - 94,CDI,Bac +5,Secteur informatique • ESN,False,,,"['python', 'unity', 'typing', 'c', 'sass', 'machine learning', 'deep learning', 'rust', 'core', 'scala']"
Senior Backend Engineer Typescript H/F,Groupe SeLoger,Paris 1er - 75,CDI,Bac +5,,False,,,"['c', 'node.js']"
Junior Machine Learning Engineer - M H/F,Lifen,Paris 1er - 75,CDI,Bac +5,,False,,,"['generative ai', 'python', 'security', 'jupyter', 'c', 'integration', 'docker', 'diversity', 'healthcare', 'fastapi', 'machine learning', 'ada', 'tensorflow', 'core']"
Senior Backend Engineer H/F,Posos,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'esp']"
Backend Engineer Senior Ruby on Rails H/F,Hivebrite,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['kubernetes', 'microservices', 'rest', 'c', 'code review', 'esp', 'integration', 'docker', 'testing', 'healthcare', 'ruby', 'devops', 'computer science', 'scala']"
Java Engineer Intern H/F,Kyriba,Saint-Cloud - 92,CDI,Bac +5,,False,,,"['unity', 'rest', 'electron', 'c', 'productivity', 'java', 'react', 'computer science']"
Apps Founding Engineer - New Apps H/F,Voodoo,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['unity', 'typing', 'c', 'firebase', 'healthcare', 'supabase', 'react', 'apps', 'swift']"
Radical Polymer Process Engineer France - Tavaux Fr H/F,Solvay,Tavaux - 39,CDI,Bac +5,,False,,,"['unity', 'c', 'esp', 'diversity', 'react']"
Machine Learning Engineer H/F,Autobiz,Courbevoie - 92,CDI,Bac +5,,False,,,"['python', 'c', 'esp', 'machine learning']"
Ingénieur-e Développement Logiciel H/F,CNRS,Gif-sur-Yvette - 91,CDD,Bac +5,Service public des collectivités territoriales,False,,,"['python', '.net', 'c', 'php', 'mysql', 'esp', 'java', 'postgresql', 'javascript']"
Backend Engineer - Blockchain Application H/F,Ledger,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,,"['python', 'unity', 'security', 'rest', 'ledger', 'graphql', 'c', 'flask', 'esp', 'testing', 'fastapi', 'rust', 'core', 'scala']"
Senior Machine Learning Engineer H/F,Gorgias,Paris 1er - 75,CDI,Bac +5,Services aux Entreprises,False,,,"['kubernetes', 'python', 'unity', 'shell', 'c', 'nix', 'productivity', 'esp', 'terraform', 'docker', 'testing', 'machine learning', 'apps', 'ada', 'tensorflow', 'linux', 'core', 'scala']"
Software Engineering Internship H/F,Philips,Paris 1er - 75,Stage,Bac +5,,True,Exp. + 7 ans,,"['kubernetes', 'data science', 'rest', 'c', 'esp', 'healthcare', 'speakers', 'computer science']"
Apps Founding Engineer - End Of Studies Internship - Apprenticeship H/F,Voodoo,Paris 1er - 75,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['unity', 'typing', 'c', 'firebase', 'supabase', 'react', 'apps', 'swift']"
Alternance - Assistant Platform Owner Servicenow H/F,Chanel,Neuilly-sur-Seine - 92,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['c', 'esp']"
Aiml - Machine Learning Engineer Mlr H/F,apple,Paris 1er - 75,CDI,Bac +5,,False,,,"['python', 'datasets', 'c', 'jax', 'machine learning', 'scala']"
24 - 25 - Apprenticeship - Cloud Engineering H/F,Amadeus,Nice - 06,Alternance,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['kubernetes', 'python', 'data science', 'corda', 'unity', 'security', 'shell', 'c', 'java', 'hadoop', 'docker', 'diversity', 'c/c++', 'machine learning', 'hbase', 'computer science']"
Backend Engineer - Ruby on Rails H/F,Pennylane,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['unity', 'rest', 'rails', 'c', 'code review', 'esp', 'diversity', 'testing', 'healthcare', 'ruby', 'react', 'rust', 'scala']"
Computer Science Gpu Programer H/F,Orthogrid systems,Strasbourg - 67,CDI,,,False,,,"['unity', 'c', 'esp', 'computer vision', 'integration', 'cmake', 'machine learning', 'computer science']"
Research Director In Computer Science Image Processing H/F,Orthogrid systems,Strasbourg - 67,CDI,,,False,,,"['unity', 'c', 'esp', 'computer vision', 'integration', 'cmake', 'machine learning', 'computer science']"
Computer Science Image Processing H/F,Orthogrid systems,Strasbourg - 67,CDI,,,False,,,"['unity', 'c', 'esp', 'computer vision', 'integration', 'cmake', 'machine learning', 'computer science']"
Software Engineers - Data Platform - France Or Remote EMEA H/F,Dataiku,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['kubernetes', 'generative ai', 'analytics', 'python', 'data science', 'unity', 'chatgpt', 'datasets', 'rest', 'jupyter', 'c', 'csv', 'esp', 'java', 'integration', 'diversity', 'ada', 'spark', 'javascript', 'core']"
Internship - Development Applicative Scrum Team Prophesee Event-Based Technology Internship Position Description Benefits H/F,Prophesée,Paris - 75,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'unity', 'datasets', 'c', 'framer', 'esp', 'computer vision', 'integration', 'testing', 'robotics', 'artificial intelligence', 'machine learning', 'computer science']"
Internship - Development Software Scrum Team Prophesee Event-Based Technology Internship Position Description Benefits H/F,Prophesée,Paris - 75,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'unity', 'c', 'framer', 'esp', 'computer vision', 'integration', 'testing', 'robotics', 'artificial intelligence', 'machine learning', 'perl', 'computer science']"
Internship - R&D - Sensor Simulation Prophesee Event-Based Technology Benefits H/F,Prophesée,Paris - 75,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'unity', 'shell', 'c', 'framer', 'computer vision', 'integration', 'machine learning']"
Internship - R&D - Neural Network Optimization For Embedded Deployment Prophesee Event-Based Technology Internship Position Description Benefits H/F,Prophesée,Paris - 75,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['python', 'unity', 'android', 'c', 'framer', 'computer vision', 'integration', 'testing', 'robotics', 'artificial intelligence', 'machine learning', 'computer science']"
Machine Learning Engineer H/F,Adevinta,Paris - 75,CDI,Bac +5,Services aux Entreprises,False,,,"['kubernetes', 'python', 'data science', 'unity', 'jupyter', 'c', 'code review', 'machine learning', 'spark', 'scala']"
Machine Learning Engineer F - M - D - Pricing Analytics- Remote-Friendly H/F,Free2move,Paris 1er - 75,CDI,Bac +5,,True,,,"['analytics', 'python', 'data science', 'unity', 'rest', 'c', 'esp', 'integration', 'machine learning', 'ada', 'tensorflow', 'devops', 'core']"
Image Processing Engineer - Ground Segment Space M - F H/F,Magellium Artal Group,Toulouse - 31,CDI,,,False,,,"['c', 'java', 'integration', 'linux']"
Ingénieur.e Développement Logiciel et Jumeaux Numériques - Fdp N°978 H/F,ISAE Supaero,Toulouse - 31,CDI,Bac +5,,True,Exp. 1 à 7 ans,34 000 - 55 000 EUR par an,"['python', '.net', 'c', 'java', 'c/c++']"
Ingénieur Logiciel Entrepôt de Données de Santé Chu Grenoble Alpes - Site Nord la Tronche H/F,CHU Grenoble Alpes - Site NORD,Grenoble - 38,CDD,,,False,,,"['python', 'c', 'java', 'javascript']"
Stagiaire R&D Machine Learning H/F,Craft AI,Paris 1er - 75,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'esp', 'machine learning']"
Ingénieur Expérimenté Logiciel C++ H/F,CS Group,Aix-en-Provence - 13,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'ios', 'esp']"
Ingénieur-e en Ingénierie Logicielle H/F,Inrae,Castanet-Tolosan - 31,CDI,Bac +5,Service public autres,False,,,"['python', 'shell', 'jquery', 'rest', 'c', 'ios', 'php', 'mysql', 'windows', 'angular', 'esp', 'java', 'mongodb', 'postgresql', 'linux', 'javascript', 'perl']"
Ingénieur-e Développement de Logiciels d'Analyse Numérique H/F,Inrae,Castanet-Tolosan - 31,CDI,Bac +5,Service public autres,False,,37 000 - 48 000 EUR par an,"['python', 'rest', 'c', 'esp', 'fortran']"
Ingénieur-e en Ingénierie Logicielle H/F,Inrae,Castanet-Tolosan - 31,CDI,Bac +5,Service public autres,False,,32 000 - 45 000 EUR par an,"['python', 'symfony', 'rest', 'c', 'php', 'esp', 'java', 'postgresql', 'linux', 'javascript', 'core']"
Expert-e en Ingéniérie Logicielle H/F,Inrae,Colmar - 68,CDI,Bac +5,Service public autres,False,,,"['rest', 'c', 'ios', 'esp', 'java']"
Ingénieur-e en Ingénierie Logicielle H/F,Inrae,Versailles - 78,CDI,Bac +5,Service public autres,False,,,"['rest', 'c', 'elixir', 'devops']"
Ingenieur Software Embarque H/F,Médiane Système,Lyon 1er - 69,CDI,,,False,,45 000 - 55 000 EUR par an,['c']
Full-Stack Engineer Python - React - Industry Team M - F - D H/F,Deezer,Paris 1er - 75,Stage,Bac +5,,False,Exp. + 7 ans,,"['c', 'esp', 'scala']"
Software Engineers - Cloud Platform - France Or Remote EMEA H/F,Dataiku,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['kubernetes', 'generative ai', 'analytics', 'python', 'data science', 'unity', 'security', 'rest', 'c', 'esp', 'java', 'diversity', 'machine learning', 'ada', 'spark', 'javascript', 'core', 'scala']"
Ingenieur Developpement Logiciel Embarque c Junior H/F,TPL Systèmes,Toulouse - 31,CDI,,,False,,32 000 - 45 000 EUR par an,"['python', 'c', 'ios', 'esp']"
Ingenieur Developpement Logiciel Embarque c Expérimenté H/F,TPL Systèmes,Toulouse - 31,CDI,,,False,,32 000 - 45 000 EUR par an,"['python', 'c', 'ios', 'esp', 'linux']"
Front-End Device Sdk Engineer H/F,Ledger,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,,"['unity', 'rest', 'github', 'ledger', 'electron', 'c', 'react native', 'github actions', 'java', 'integration', 'testing', 'github', 'react', 'apps', 'javascript']"
Front-End Device Sdk Engineer H/F,Ledger,Montpellier - 34,CDI,,,False,,45 000 - 70 000 EUR par an,"['unity', 'rest', 'github', 'ledger', 'electron', 'c', 'react native', 'github actions', 'java', 'integration', 'testing', 'github', 'react', 'apps', 'javascript']"
Front-End Engineer - Ledger Live H/F,Ledger,Montpellier - 34,CDI,,,False,,35 000 - 45 000 EUR par an,"['unity', 'ledger', 'electron', 'c', 'react native', 'code review', 'esp', 'java', 'testing', 'react', 'apps', 'javascript']"
